Apellidos	Bodega	Código	Nombre del artículo	Línea	No. de parte	Unidad	Cantidad disponible	Precio	Proveedor	Detalles del artículo
0100366	01	00366	BOQ ALTO IMPACT #6 3/8 54N16	SOLDADURA	Q54N16	CU	11	1040	ESAB	
0100367	01	00367	COLLET BODY GL 3/32  Q45V26	SOLDADURA	Q45V26	CU	0	5090.4	ESAB	
0100368	01	00368	INSULATOR Q54N01	SOLDADURA	Q54N01	CU	7	3314	CRV	
0100370	01	00370	"MANOM 2"" 0/30# ACET 22437 ABS"	SOLDADURA	22437	CU	0	5026.35	ESAB	
0100371	01	00371	"MANOM 2"" 0/400# ACET 22440 ABS"	SOLDADURA	22440	CU	12	5465.25	ESAB	
0100372	01	00372	"MANOM 2"" 0/100# OXIG 22431 ABS"	SOLDADURA	22431	CU	2	5000.25	ESAB	
0100373	01	00373	"MANOM 2"" 0/4000 OXIG 22429 ABS"	SOLDADURA	22429	CU	3	7593	ESAB	
0100374	01	00374	"MANOM 2"" 0/30# ACET 999515"	SOLDADURA	999515	CU	11	10591	ESAB	
0100375	01	00375	"MANOM 2"" 0/400# ACET 999517"	SOLDADURA	999517	CU	9	10591	ESAB	
0100376	01	00376	"MANOM 2"" 0/100# OXIG 999516"	SOLDADURA	999516	CU	10	10591	ESAB	
0100377	01	00377	"MANOM 2"" 0/4000# OXIG 999519"	SOLDADURA	999519	CU	2	10995	ESAB	
0100378	01	00378	"MANOM 2.5"" 0/30# ACET 999437"	SOLDADURA	999437	CU	2	9130	ESAB	
0100379	01	00379	"MANOM 2.5"" 0/400# ACET 999441"	SOLDADURA	999441	CU	7	11423	CRV	
0100380	01	00380	"MANOM 2.5"" 0/200# OXIG 999440"	SOLDADURA	999440	CU	0	9130	ESAB	
0100381	01	00381	"MANOM 2.5"" 0/4000# OXIG 999446"	SOLDADURA	999446	CU	0	12376	ESAB	
0100382	01	00382	"MANOM 2.5"" 0/100# OXIG 999436"	SOLDADURA	999436	CU	7	9639	ESAB	
0100385	01	00385	"MANOM 2.5"" TEST 100# OXIGENO"	SOLDADURA	07X17	CU	7	36186.15	ESAB	
0100386	01	00386	"MANOM 2.5"" TEST 15# ACETILENO"	SOLDADURA	262510	CU	1	30241.2	ESAB	
0100392	01	00392	MANOM 2.5 0/200# P/GAS INERTES	SOLDADURA	999439	CU	2	10024	ESAB	
0100399	01	00399	SOLD ESAB SPOOLARC-81 1/8 65LB	SOLDADURA	1204F32	RL	7	96375	ESAB	
0100402	01	00402	SOLD ESAB DS9000-B3 1.2MM 15KG	SOLDADURA	69500652	RL	1	113409.85	ESAB	
0100412	01	00412	"SOLD ESAB 4043 .035""/0.9MM 1LB"	SOLDADURA	180409215A	RL	0	6119	ESAB	
0100414	01	00414	"SOLD ESAB 5356 .030""/0.8MM 1LB"	SOLDADURA	5182F84	RL	30	5784	ESAB	
0100420	01	00420	SOLD OK AUTROD 12.20 3/32 30KG	SOLDADURA	723673	RL	40	43743	ESAB	
0100421	01	00421	SOLD OK AUTROD 12.20 1/8 30KG	SOLDADURA	723674	RL	2	54206	ESAB	
0100422	01	00422	SOLD ESAB SPOOLARC-81 3/32 65#	SOLDADURA	1204F30	RL	2	99119	ESAB	
0100423	01	00423	FUNDENTE OK FLUX 231 55LB	SOLDADURA	8334F09	SC	1	59025	ESAB	
0100425	01	00425	SOLD ESAB DS-7100 1.2MM 15KG	SOLDADURA	E7101111A	RL	75	60355	ESAB	
0100440	01	00440	ESAB OK 68.81 E312-17 1/8	SOLDADURA	300368	KG	2.07	15268	ESAB	
0100442	01	00442	ESAB OK 22.45PC E6010 1/8	SOLDADURA		KG	626.5	2100	ESAB	
0100443	01	00443	ESAB OK 22.65C E6011 3/32	SOLDADURA	22.65C E6011 3/32	KG	528.82	2118	ESAB	
0100444	01	00444	ESAB OK 22.65C E6011 1/8	SOLDADURA		KG	0	3336	ESAB	
0100445	01	00445	ESAB OK 46.13C E6013 1/8	SOLDADURA		KG	15	1890	ESAB	
0100449	01	00449	ESAB OK 46.13C E6013 5/32	SOLDADURA	46.13C 6013 5/32	KG	259	1900	ESAB	
0100450	01	00450	ESAB OK 46.13C E6013 3/16	SOLDADURA	46.13C E6013 3/16	KG	26.25	1900	ESAB	
0100451	01	00451	ESAB OK 48.04C E7018-1 3/32	SOLDADURA	304012	KG	1474.39	2100	ESAB	
0100453	01	00453	ESAB OK 46.13C E6013 3/32	SOLDADURA	304002	KG	0.26	1890	ESAB	
0100457	01	00457	ESAB OK 48.04C E7018-1 1/8	SOLDADURA	304013	KG	0	1731	ESAB	
0100460	01	00460	LLAVE UNIVERSAL ESAB 791F76	SOLDADURA	791F76	CU	8	4754	ESAB	
0100599	01	00599	"BOQ CORTE OXW 1565 1/8"" 639182"	SOLDADURA	639182	CU	4	15320	ESAB	
0100600	01	00600	"BOQ CORTE OXW 1565 1/4"" 639263"	SOLDADURA	639263	CU	1	17265	CRV	
0100601	01	00601	"BOQ CORTE OXW 1565 1/2"" 639264"	SOLDADURA	639264	CU	3	17265	CRV	
0100602	01	00602	"BOQ CORTE OXW 1565 3/4"" 639265"	SOLDADURA	639265	CU	5	17265	CRV	
0100603	01	00603	"BOQ CORTE OXW 1565 1"" 639266"	SOLDADURA	639266	CU	5	17265	CRV	
0100604	01	00604	"BOQ CORTE OXW 1565 2"" 639267"	SOLDADURA	639267	CU	7	24759	CRV	
0100605	01	00605	"BOQ CORTE OXW 1565 3"" 639268"	SOLDADURA	639268	CU	3	23288	CRV	
0100606	01	00606	"BOQ CORTE OXW 1565 4"" 639269"	SOLDADURA	639269	CU	5	23288	CRV	
0100612	01	00612	"BOQ CORTE OXW 1567 GPN 1/8"""	SOLDADURA	0558005015	CU	0	17550	ESAB	
0100613	01	00613	"BOQ CORTE OXW 1567 GPN 1/4"""	SOLDADURA	0558005016	CU	6	23530	CRV	
0100614	01	00614	"BOQ CORTE OXW 1567 GPN 1/2"""	SOLDADURA	639616/639322	CU	3	25657	ESAB	
0100615	01	00615	"BOQ CORTE OXW 1567 GPN 3/4"""	SOLDADURA	639617/639322	CU	5	17550	ESAB	
0100616	01	00616	"BOQ CORTE OXW 1567 GPN 1"""	SOLDADURA	0558005019	CU	3	18227	CRV	
0100617	01	00617	"BOQ CORTE OXW 1567 GPN 2"""	SOLDADURA	639619/639322	CU	0	35545	ESAB	
0100618	01	00618	"BOQ CORTE OXW 1567 GPN 3"""	SOLDADURA	0558005021	CU	3	27695	CRV	
0100619	01	00619	"BOQ CORTE OXW 1567 GPN 4"""	SOLDADURA	0558005022	CU	0	18227	CRV	
0100620	01	00620	"BOQ CORTE OXW 1567 GPN 8"""	SOLDADURA	14Z77/998735	CU	1	22610	ESAB	
0100900	01	00900	ORING CORTADOR SABRE Q130-12	SOLDADURA	Q130-12	CU	41	220.5	ESAB	
0100905	01	00905	ORING CORTADOR SABRE Q130-26	SOLDADURA	Q130-26	CU	20	219.5	ESAB	
0100906	01	00906	ORING CORTADOR SABRE Q130-27	SOLDADURA	Q130-27	CU	20	172.9	ESAB	
0100910	01	00910	ORING CORTADOR SABRE Q110-41	SOLDADURA	Q110-41	CU	16	126.2	ESAB	
0100912	01	00912	ORING CORTADOR SABRE Q160-12	SOLDADURA	Q160-12	CU	0	142.1	ESAB	
0100923	01	00923	"BOQ CORTE 1535-60 GPN-2 3"""	SOLDADURA	Q1535-60	CU	3	6449.95	ESAB	
0100925	01	00925	"BOQ CORTE 1535-80 GPN-5 8"""	SOLDADURA	Q1535-80	CU	5	6449.95	ESAB	
0100930	01	00930	BOQ CORTE Q3-101-3	SOLDADURA	Q3-101-3	CU	3	7500	ESAB	
0100953	01	00953	TORCH P/EQUIPO TIG AGUA Q18	SOLDADURA	Q18	CU	3	24966	CRV	
0100954	01	00954	TORCH P/EQUIPO TIG AIRE Q26V	SOLDADURA	Q26V	CU	1	28825	CRV	
0100990	01	00990	TIP NUT/QCA2460 Q130-01E	SOLDADURA	Q130-01E	CU	4	4000	ESAB	
0100992	01	00992	VALV BODY/Q100C Q130-55	SOLDADURA	Q130-55	CU	3	3518.75	ESAB	
0100993	01	00993	VALV BODY/Q315C Q130-56	SOLDADURA	Q130-56	CU	3	3518.75	ESAB	
0101001	01	01001	ORING CORTADOR OXW 85W50	SOLDADURA	85W50	CU	15	1516	ESAB	
0101002	01	01002	ORING CORTADOR OXW 14K12	SOLDADURA	14K12	CU	14	811	ESAB	
0101003	01	01003	ORING CORTADOR OXW 14K10	SOLDADURA	14K10	CU	18	811	ESAB	
0101004	01	01004	ORING CORTADOR OXW 14K07	SOLDADURA	14K07	CU	10	811	ESAB	
0101005	01	01005	ORING CORTADOR OXW 85W11	SOLDADURA	85W11	CU	8	811	ESAB	
0101006	01	01006	ASIENTO CORTADOR OXW 32Z01	SOLDADURA	32Z01	CU	27	2548	ESAB	
0101007	01	01007	PROTECTOR PLAST P/REG 999965	SOLDADURA	999965	CU	5	18092	ESAB	
0101010	01	01010	MANERAL SABRE Q-315C	SOLDADURA	Q315C	CU	3	131058	ESAB	
0101011	01	01011	CORTADOR SABRE QCA2460	SOLDADURA	QCA2460	CU	0	81723	ESAB	
0101012	01	01012	CORTADOR OXWELD CW-400 999046	SOLDADURA	999046	CU	1	119202	ESAB	
0101013	01	01013	MANERAL OXWELD W-400 999045	SOLDADURA	999045	CU	5	99878	ESAB	
0101014	01	01014	BROCA RECTIF/ASIENTOS 5230030	SOLDADURA	5230030	CU	1	97561.75	ESAB	
0101016	01	01016	BOQ SOLDAR OXWELD #6A 639441	SOLDADURA	639441	CU	7	18156	ESAB	
0101018	01	01018	BOQ SOLDAR OXWELD #15 639443	SOLDADURA	639443	CU	10	21385	ESAB	
0101019	01	01019	BOQ SOLDAR OXW 200 #6 06L49	SOLDADURA	06L49	CU	6	17760	ESAB	
0101020	01	01020	BOQ SOLDAR OXWELD #30 17263	SOLDADURA	17263	CU	12	21385	ESAB	
0101021	01	01021	"BOQ SOLDAR SABRE #2 QW-2 1/8"""	SOLDADURA	QW-2	CU	2	16071	CRV	
0101023	01	01023	BOQ CALENTAR OXWELD 400 #55	SOLDADURA	998775	CU	2	65866	CRV	
0101024	01	01024	BOQ CALENTAR OXWELD 400 #100	SOLDADURA	999228	CU	1	115000	CRV	
0101026	01	01026	BOQ CALENTAR SABRE #6 QMFA 6	SOLDADURA	QMFA-6	CU	1	40527	ESAB	
0101028	01	01028	"BOQ SOLDAR SABRE #1 QW-1 3/32"""	SOLDADURA	QW-1	CU	3	17445	ESAB	
0101029	01	01029	"BOQ SOLDAR SABRE #6 QW-6 3/4"""	SOLDADURA	QW-6	CU	7	20345	ESAB	
0101030	01	01030	"BOQ SOLDAR SABRE #3 QW-3 3/16"""	SOLDADURA	QW-3	CU	2	19063	ESAB	
0101031	01	01031	"BOQ CORTE Q1-101-00 #00 1/4"""	SOLDADURA	Q1-101-00	CU	4	15426	ESAB	
0101032	01	01032	"BOQ CORTE Q1-101-0 #0 1/2"""	SOLDADURA	Q1-101-0	CU	3	11802	ESAB	
0101033	01	01033	"BOQ CORTE Q1-101-1 #1 3/4"""	SOLDADURA	Q1-101-1	CU	9	15608	CRV	
0101034	01	01034	"BOQ CORTE Q1-101-2 #2 1-1/2"""	SOLDADURA	Q1-101-2	CU	5	13407	CRV	
0101035	01	01035	"BOQ CORTE Q1-101-3 #3 2-1/2"""	SOLDADURA	Q1-101-3	CU	6	11248	CRV	
0101036	01	01036	"BOQ CORTE Q1-101-4 #4 3"""	SOLDADURA	Q1-101-4	CU	4	11248	CRV	
0101037	01	01037	"BOQ CORTE Q1-101-5 #5 5"""	SOLDADURA	Q1-101-5	CU	7	13590	ESAB	
0101039	01	01039	"BOQ CORTE Q1-101-7 #7 10"""	SOLDADURA	Q1-101-7	CU	5	12521	ESAB	
0101041	01	01041	"BOQ CORTE OXW Q1502-8 4"""	SOLDADURA	Q1502-8	CU	9	10724	ESAB	
0101043	01	01043	BOQ CORTE OXW 1502 15Z18 1-1/2	SOLDADURA	15Z18	CU	5	10724	CRV	
0101044	01	01044	"BOQ CORTE OXW Q1502-6 2"""	SOLDADURA	Q1502-6	CU	7	10724	ESAB	
0101046	01	01046	"BOQ CORTE OXW Q1502-10 8"""	SOLDADURA	Q1502-10	CU	20	17500	ESAB	
0101047	01	01047	"BOQ CORTE OXW 1502 08Z67 1/4"""	SOLDADURA	08Z67	CU	4	22209	ESAB	
0101048	01	01048	"BOQ CORTE OXW 1502 15Z17 1/2"""	SOLDADURA	15Z17	CU	3	10724	ESAB	
0101050	01	01050	"BOQ CORTE OXW 1502 15Z19 4"""	SOLDADURA	15Z19	CU	6	14230	CRV	
0101051	01	01051	REG ACET ESAB 720-15-510 ELITE	SOLDADURA	05580106487	CU	2	96077	ESAB	
0101052	01	01052	REG OXI ESAB 720-75-540 ELITE	SOLDADURA	0558010647	CU	2	96408	ESAB	
0101055	01	01055	REG FLOWMET ARGON FM-580 21557	SOLDADURA	21557	CU	0	114362	ESAB	
0101056	01	01056	REG FLOWMET CO2 FM-320	SOLDADURA	21558	CU	0	89350	ESAB	
0101057	01	01057	REG OXI ESAB 760-150-540 ELITE	SOLDADURA	0558010664	CU	6	161938	ESAB	
0101058	01	01058	REG ACET ESAB 760-15-510 ELITE	SOLDADURA	0558011373	CU	6	161938	ESAB	
0101060	01	01060	CHISPERO 790F34	SOLDADURA	790F34	CU	11	1990	ESAB	
0101061	01	01061	LIMPIADOR DE BOQUILLAS 751F00	SOLDADURA	751F00	CU	19	2901	CRV	
0101064	01	01064	ORING REGULADOR ESAB 86W63	SOLDADURA	86W63	CU	17	2812.4	ESAB	
0101065	01	01065	ORING CORTADOR OXW 14K06	SOLDADURA	14K06	CU	53	811	ESAB	
0101066	01	01066	ORING CORTADOR OXW 14K05	SOLDADURA	14K05	CU	57	811	ESAB	
0101067	01	01067	ORING .801IDX .070 N 488157	SOLDADURA	488157	CU	23	1216.35	ESAB	
0101068	01	01068	ANILLO DIAFRA REG ESAB 82Z40	SOLDADURA	82Z40	CU	19	694.6	ESAB	
0101069	01	01069	DIAFRAGMA REG ESAB 21828	SOLDADURA	21828	CU	15	1168.65	ESAB	
0101070	01	01070	VALV ASIENTO REG ESAB 17967	SOLDADURA	17967	CU	9	3365	ESAB	
0101071	01	01071	VALV ASIENTO REG ESAB 37Y39	SOLDADURA	32Y39	CU	10	3792.35	ESAB	
0101074	01	01074	SOPLETE PROPANO ESAB PZ 503	SOLDADURA	22533	CU	4	52335.65	ESAB	
0101075	01	01075	ELECTRODO PT-20/PT-17 21150	SOLDADURA	21150	CU	11	6304	ESAB	
0101076	01	01076	ASIENTO ELECTRODO PT-20 21372	SOLDADURA	21372	CU	8	13658.2	ESAB	
0101077	01	01077	BLIND CABEZ PT20 70-100A 21326	SOLDADURA	21326	CU	23	6507.2	ESAB	
0101078	01	01078	BLIND CABEZA PT-20 50AMP 21447	SOLDADURA	21447	CU	20	6507.2	ESAB	
0101080	01	01080	BOQ PT 20 100AMP 21328	SOLDADURA	21328	CU	11	2003.3	ESAB	
0101081	01	01081	BOQ PT-20 70AMP 21329	SOLDADURA	21329	CU	24	2003.3	ESAB	
0101082	01	01082	BOQ PT-20 50AMP 21330	SOLDADURA	21330	CU	47	2003.3	ESAB	
0101083	01	01083	AISLANTE DEL ELECTRODO 21373.	SOLDADURA	21373	CU	4	11025	ESAB	
0101086	01	01086	PORTA FUSIBLE 15-AMP PCM-875	SOLDADURA	952136	CU	2	9014.25	ESAB	
0101089	01	01089	CONEC MACHO ESAB 2/0-4/0 600A	SOLDADURA	13792513	CU	4	10365	ESAB	
0101090	01	01090	CONEC RAP ROSC ESAB 13735501	SOLDADURA	13735501-400AMP	CU	4	14393.1	ESAB	
0101091	01	01091	CONEC RAP 2 SAL ESAB 13742804	SOLDADURA	13792804	CU	3	10437.4	ESAB	
0101092	01	01092	CONEC MACHO MAQ ESAB 1/0-2/0	SOLDADURA	13733936	CU	13	10363	CRV	
0101093	01	01093	CONEC HEMBRA MAQ ESAB 13733935	SOLDADURA	13733935	CU	8	16415	CRV	
0101094	01	01094	"BOQ CORTE VICTOR GPN-0 3/8"""	SOLDADURA	QGPN-0	CU	9	6000.75	ESAB	
0101095	01	01095	"BOQ CORTE VICTOR GPN-1 3/4"""	SOLDADURA	QGPN-1	CU	5	10593	CRV	
0101096	01	01096	"BOQ CORTE VICTOR GPN-2 1"""	SOLDADURA	QGPN-2	CU	0	10593	CRV	
0101097	01	01097	"BOQ CORTE VICTOR GPN-3 2"""	SOLDADURA	QGPN-3	CU	5	11234	ESAB	
0101098	01	01098	"BOQ CORTE VICTOR GPN-4 3"""	SOLDADURA	QGPN-4	CU	14	6000.75	ESAB	
0101099	01	01099	"BOQ CORTE VICTOR GPN-5 4"""	SOLDADURA	QGPN-5	CU	6	6000.75	ESAB	
0101100	01	01100	PISTON TORCH PT-38 0558006791	SOLDADURA	0558006791	CU	4	40946	CRV	
0101101	01	01101	PUNO TORCH PT-38 0558006795	SOLDADURA	0558006795	CU	4	33052	CRV	
0101102	01	01102	SOLD WELD CROWN 6010 5/32	SOLDADURA	NO	KG	179	1050	ITINSA	
0101103	01	01103	TORCH PT-32EH 25FT 0558003548	SOLDADURA	0558003548	CU	0	280307	CRV	
0101104	01	01104	TORCH PT-32EH 50FT 0558003549	SOLDADURA	0558003549	CU	1	405870	ESAB	
0101105	01	01105	CUERPO TORCH PT-38 0558006889	SOLDADURA	0558006789	CU	3	78451	CRV	
0101106	01	01106	SWITCH TORCH PT-38 0558007878	SOLDADURA	0558007878	CU	1	27036	CRV	
0101110	01	01110	BLIND CABEZA GOUGIN 0558003090	SOLDADURA	0558003090	CU	3	22879	ESAB	
0101111	01	01111	SOLD WELD CROWN 6013 3/16	SOLDADURA	NO	KG	7.115	1200	ITINSA	
0101112	01	01112	BLIND CABEZA PT-32 0558001957	SOLDADURA	0558001957	CU	1	13067	CRV	
0101113	01	01113	BOQ PT-32 70A 0558002618	SOLDADURA	0558002618	CU	0	7961	CRV	
0101114	01	01114	ELECTRODO PT-32 0558001969	SOLDADURA	0558001969	CU	0	8307	CRV	
0101115	01	01115	VALVULA PIN PT-32 0558001959	SOLDADURA	0558001959	CU	0	3838	ESAB	
0101116	01	01116	GUIA P/CORTE PT-32 0558002393	SOLDADURA	0558002393	CU	2	21918	ESAB	
0101118	01	01118	"PISTOLA MIG 250A ""CC"" 10FT"	SOLDADURA	0558001644	CU	0	143913	ESAB	
0101119	01	01119	ADITAMENTO CIRCULAR CM45 16V84	SOLDADURA	16V84	CU	1	62527.1	ESAB	
0101120	01	01120	SWITCH PISTOLA MIG 952669	SOLDADURA	952669	CU	3	23821	ESAB	
0101121	01	01121	MICRO/SWITCH ESAB WTC 951971	SOLDADURA	951971	CU	6	14923	CRV	
0101122	01	01122	TOMA CORRIENTE HEMBRA 50A 250V	SOLDADURA	674540	CU	8	8704.6	ESAB	
0101123	01	01123	GRASA SILICONE 1/4-OZ	SOLDADURA	0558000443	CU	5	7936	ESAB	
0101124	01	01124	EQ OXI/ACET ESAB OXWELD-400	SOLDADURA	22301	CU	0	420550	ESAB	
0101125	01	01125	PISTOLA CARRETE MT-250SG 36779	SOLDADURA	36779	CU	1	878902	ESAB	
0101126	01	01126	ADAPTOR TIP MT200/250  17983	SOLDADURA	17983	CU	0	9715.25	ESAB	Boquilla adaptador para MT-200 MIG
0101127	01	01127	ADAPT BOQ MT 200/250 999452	SOLDADURA	999452	CU	1	4060.65	ESAB	
0101128	01	01128	BOQ TORCH*HD-5/8 Q401-8-62	SOLDADURA	Q401-8-62	CU	4	17283	CRV	
0101129	01	01129	"BOQ TORCH*STD 1/2"" Q401-4-50"	SOLDADURA	Q401-4-50	CU	2	10298	CRV	
0101130	01	01130	TIP*NOZZLE ADAPTER MT 200/250	SOLDADURA	0558001608	CU	0	11923	CRV	
0101131	01	01131	CONEX GIRAT 90/100AMP PT-37/38	SOLDADURA	0558004870	CU	16	29155	ESAB	
0101132	01	01132	ELECTRODO PT-37 SILVER 100A	SOLDADURA	0558004875	CU	2	11376	CRV	
0101133	01	01133	ELECTRODO PT-37/38 90/100A 05220	SOLDADURA	0558005220	CU	12	10883	CRV	
0101134	01	01134	BOQ PT-37/38 60A 0558008417	SOLDADURA	0558008417	CU	9	4489	CRV	
0101135	01	01135	BOQ DRAG PT38 40AMP 0558007682	SOLDADURA	0558007682	CU	38	4214	ESAB	
0101136	01	01136	BLIND CABEZA PT-38 0558007549	SOLDADURA	0558007549	CU	5	28491	CRV	
0101137	01	01137	CONEX GIRAT PT-37/38 30/70A	SOLDADURA	0558005217	CU	11	24010	CRV	
0101138	01	01138	GUIA STANDOFF PT-38 0558008592	SOLDADURA	0558008592	CU	1	42383	ESAB	
0101139	01	01139	SHIELD STAND-OFF 90AMP PT-38	SOLDADURA	0558006613	CU	10	23665	ESAB	
0101140	01	01140	CABLE P/TORCH PT-38 25FT	SOLDADURA	0558006800	CU	1	414399	ESAB	
0101141	01	01141	CONEX GIRAT PT-31XL 20463	SOLDADURA	20463	CU	4	7039	ESAB	
0101142	01	01142	ELECTRODO PT-31XL Q20862	SOLDADURA	Q20862	CU	0	8697	CRV	
0101143	01	01143	CONECTOR PT-31XL 20324	SOLDADURA	20324	CU	13	2534	ESAB	
0101144	01	01144	BLIND CABEZA PT-31 20282	SOLDADURA	20282	CU	2	11198	ESAB	
0101145	01	01145	ASIENTO TORCH PT-31 19679	SOLDADURA	19679	CU	5	31599	ESAB	
0101146	01	01146	CABEZA TORCH PT-32 0558003412	SOLDADURA	0558003412	CU	1	246846	CRV	
0101147	01	01147	ADAPTADOR PT-23 90§ 000222	SOLDADURA	000222	CU	5	17375.25	ESAB	
0101148	01	01148	ADAPTADOR MT-250SG 36833	SOLDADURA	36833	CU	3	50102.25	ESAB	
0101149	01	01149	TORCH PT-38 25FT 0558006786	SOLDADURA	0558006786	CU	2	316809	CRV	
0101150	01	01150	BOQ CONT CORTA .035 996995	SOLDADURA	996995	CU	20	1142	CRV	
0101151	01	01151	BOQ CONT LARGA .035 996996	SOLDADURA	996996	CU	20	822	ESAB	
0101152	01	01152	BOQ CONT CORTA .045 996999	SOLDADURA	996999	CU	0	1233	ESAB	
0101153	01	01153	BOQ CONT LARGA .045 996998	SOLDADURA	996998	CU	0	887	CRV	
0101154	01	01154	BOQ TORCH STD #6 998895	SOLDADURA	998895	CU	2	4953.6	ESAB	
0101155	01	01155	BOQ TORCH MT200 #8 998893	SOLDADURA	998893	CU	7	5860.3	ESAB	
0101156	01	01156	BOQ TORCH MT200 #10 998894	SOLDADURA	998894	CU	3	11888	CRV	
0101157	01	01157	BOQ CONT LARGA .030 996994	SOLDADURA	996994	CU	14	955	ESAB	
0101158	01	01158	BOQ CONT MED .030 MT-200 20544	SOLDADURA	20544	CU	1	950.25	ESAB	
0101159	01	01159	BOQ TORCH STD #8 17311	SOLDADURA	17311	CU	10	3178.3	ESAB	
0101160	01	01160	BOQ PT-35 0558004356	SOLDADURA	0558004356	CU	60	1437	ESAB	
0101161	01	01161	ELECTRODO PT-35 50A 0558005200	SOLDADURA	0558005200	CU	60	6368	ESAB	
0101162	01	01162	GUIDE TUBE .030 21164	SOLDADURA	21164	CU	1	3685.25	ESAB	
0101164	01	01164	RODILLO MM150 035/045 20882	SOLDADURA	469520882	CU	1	9434.2	ESAB	
0101165	01	01165	EQ TIG ESAB Q18V 12FT/AGUA	SOLDADURA	Q18V-12R	CU	0	121191	ESAB	
0101166	01	01166	EQ TIG ESAB Q26V 12R 12FT/AIRE	SOLDADURA	Q26V-12R	CU	0	66937	ESAB	
0101167	01	01167	ELECTRODO PT-27 Q33366	SOLDADURA	Q33366	CU	3	6847	CRV	
0101168	01	01168	CONEX GIRAT PT-27 Q33367	SOLDADURA	Q33367	CU	10	8848	CRV	
0101169	01	01169	BOQ PT-27 50/70A 33369	SOLDADURA	33369	CU	0	3775	CRV	
0101170	01	01170	PISTOLA MIG 400A CC 035-045 15FT	SOLDADURA	0558001669	CU	0	234253	ESAB	
0101171	01	01171	FLASH ARRESTORS OXI/ACET FR-18	SOLDADURA	20357	KIT	8	46770	ESAB	
0101172	01	01172	BLIND CABEZA PT-27 Q21616	SOLDADURA	21616	CU	4	15692	ESAB	
0101173	01	01173	EQ TIG ESAB TXH401W 4M OKC50	SOLDADURA	0700300565	CU	0	190461	CRV	
0101174	01	01174	EQ TIG 26V 200A P/MAQ 220I	SOLDADURA	726181	CU	1	146137	ESAB	
0101175	01	01175	VALV CHECK ESAB OXIGENO 639110	SOLDADURA	639110	CU	0	1083.7	ESAB	
0101176	01	01176	TUERCA MANERAL OXW 400 998580	SOLDADURA	998580	CU	3	3245.15	ESAB	
0101177	01	01177	CONTROL P/TORCH TC-2B 7.6MT	SOLDADURA	33839	CU	1	194000	ESAB	
0101178	01	01178	ASIENTO PT-27 0558003032	SOLDADURA	0558003032	CU	6	20287	ESAB	
0101179	01	01179	TARJETA ESAB MIG MASTER 180	SOLDADURA	486159880	CU	1	135441.75	ESAB	
0101180	01	01180	TOOL SEAT PT-27 0558003027	SOLDADURA	0558003027	CU	3	5413.8	ESAB	
0101181	01	01181	EQ TIG ESAB HW-26 25FT AIRE	SOLDADURA	46V29	CU	1	202371	ESAB	
0101182	01	01182	MANGUERA P/AGUA MAQ TIG 20633	SOLDADURA	20633	CU	2	3964.15	ESAB	
0101183	01	01183	CABLE/PRENSA LATON/CONEC RAPI	SOLDADURA	36253	CU	2	23720.2	ESAB	
0101184	01	01184	MANG/CABLE EQ TIG HW-18 41V29	SOLDADURA	41V29	CU	2	24500	ESAB	
0101186	01	01186	CABLE/PRENSA BRONCE/CONEC RAPI	SOLDADURA	36253	CU	1	17824.9	ESAB	
0101187	01	01187	CABLE/TERMINAL OJO/CONEC RAPID	SOLDADURA	36254	CU	2	34795	ESAB	
0101188	01	01188	BOQ CONT TIP HD .052 17778	SOLDADURA	17778	CU	30	4641	ESAB	
0101189	01	01189	GUIA P/CORTE PT-27 Q21420	SOLDADURA	Q21420	CU	2	20531	CRV	
0101190	01	01190	BOQ PT-37/38 90A 0558007680	SOLDADURA	0558007680	CU	20	6276	CRV	
0101192	01	01192	BOQ PT-37/38 70A 0558005219	SOLDADURA	0558005219	CU	28	8498	CRV	
0101193	01	01193	BOQ CONT MED .023 MT-200 20543	SOLDADURA	20543	CU	24	638.4	ESAB	
0101194	01	01194	BOQ PT-31 35/40A Q21008	SOLDADURA	Q21008	CU	0	3342	CRV	
0101195	01	01195	TORCH PT-27 PCM-875 21661	SOLDADURA	21661	CU	0	289000	ESAB	
0101196	01	01196	BOQ PT-27 80A 33418	SOLDADURA	33418	CU	2	3775	CRV	
0101198	01	01198	BOQ CONT .052H C 3/64S 632795	SOLDADURA	632795	CU	21	982	ESAB	
0101199	01	01199	BOQ MEDIUM #12 997310	SOLDADURA	997310	CU	11	9933.7	ESAB	
0101200	01	01200	SOLD CROWN E410-16 1/8	SOLDADURA	SE410-EO	KG	21.425	18140	CROWN	"Soldadura eléctrica marca Crown Alloys,  para acero inoxidable E410L-16  de 3.17mm (1/8""), con las siguientes características: Tipo de corriente: AC / DC. Cumple con la norma AWS ASME SFA A5.4, resistencia tensil 89000psi, para soldar aceros inoxidables martensiticos 403, 410, 414. Amperaje requerido 80-115(piso)65-80(vertical)75-100(sobre cabeza)"
0101201	01	01201	SOLD CROWN E410-16 3/32	SOLDADURA	SE410/EN	KG	0	9021	CROWN	"Soldadura eléctrica marca Crown Alloys,  para acero inoxidable E410L-16  de 2.38mm (3/32""), con las siguientes características: Tipo de corriente: AC / DC. Cumple con la norma AWS ASME SFA A5.4, resistencia tensil 89000psi, para soldar aceros inoxidables martensiticos 403, 410, 414. Amperaje requerido 50-75(piso)40-55-80(vertical)45-65(sobre cabeza)"
